id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
167867,2494,Lands of Lore: Guardians of Destiny,NULL,1997-09-29 00:00:00.000,4,NULL,NULL,NULL,80.8424,5
105645,69226,Langrisser IV,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155220,45956,Last Imperial Prince,NULL,1997-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155656,71124,Last Rites,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,70.0000,0
91882,45474,Layer Section II,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180401,209261,Le Mans 24,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87088,36988,Legal Crime,NULL,1997-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177487,20514,Legend of the River King GB,NULL,1997-09-19 00:00:00.000,NULL,NULL,NULL,NULL,77.0000,2
187611,5612,LEGO Island,"Pepper gets a call from a criminal in jail called the Brickster, thinking that he's a police officer. Pepper delivers the Pizza, which in turn lets the Brickster out of Jail. After the Brickster escapes, Pepper must go around the Island and get him back in before he disassembles the entire island.",1997-10-02 00:00:00.000,5,1,NULL,NULL,67.3327,15
122109,77250,Lethal Enforcers I & II,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55301,40372,LiberoGrande,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158347,44772,Lightning Legend: Daigo no Daibouken,NULL,1997-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114789,65761,Linda³ Again,"An asteroid is nearing the planet Neo Kenya. Scientists warn that the planet might be completely annihilated by it. In a most unexpected turn of events, a deity known as Anubis spoke to people and asked them to save the planet's animals before the asteroids hit it. Anubis sent the humans a huge ship - a magnified version of Noah's Ark - and demanded that one man and one woman should dedicate their time to saving the animals. A whole special team has been assigned to the project. Ken is one of the youngest members of the team, and he is sent on the grand mission to save the animals, together with his childhood sweetheart, the lovely Linda.",1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68596,771,Links LS: 1998 Edition,NULL,1997-06-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
74617,109027,Lode Runner Extra,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100454,130550,Lord Monarch First,NULL,1997-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161731,130552,Lord Monarch Online,NULL,1997-03-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93909,130555,Lord Monarch Pro,NULL,1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112880,51397,Lords of Magic,NULL,1997-12-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
93589,70330,Lose Your Marbles,NULL,1997-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16064,58520,Love Game's Wai Wai Tennis,NULL,1997-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104320,131706,Lucky Luke,NULL,1997-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85315,3535,Mace: The Dark Age,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,79.9217,5
176344,70760,Machine Hunter,NULL,1997-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158525,44776,Macross Digital Mission VF-X,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54271,46867,Macross Plus,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121848,43835,Mad Panic Coaster,"Batayan and Kyako, two elementary school students, are out on a skateboarding date, as a shadowy figure creeps up behind them. The next thing they know, they are suddenly on a coaster, abducted to Mad Land by the creepy Dr. Jones. He tells them about his son Masao, who loved roller coasters. For his son, he dedicated his life to build the best roller coaster in the world. One day however, a spark ignited the coaster under construction, burning it down and disfiguring the doctor. Still, he did not give up, and after many years, the coaster was completed. But Masao had already grown up, and did not care about coasters anymore.",1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93784,41408,Mad Stalker: Full Metal Force,"2142 A.D. Artemis City. People were about to forget all those disasters. A war ship probably built during the late war time was discovered by the military. There were a few hundred SlaveGears aboard the war ship, and were to be put under the control. Under the intention of the ruling government in power. Two SlaveGears were put under the management of the police for the purpose of experimental use. These two models were named ""Hound Dog"" and ""Rising Dog"". The manned test of Hound Dog. The main computer ""Omega"" of the war ship stored within the premises of military facilities suddenly began operations. ""Omega"" conducted network access through military channels. Omega froze all functions of Artemis City, and gave a command to the SlaveGear to put the entire city under control. ""Exterminate the enemy!"" Rising Dog which had not yet been modified for manned use, also had started operations under the command of Omega. The research facilities were destroyed, and one SlaveGear disappeared into the city. The police had recognized the emergency of Artemis, and had begun operations for settlement. ""Code name Hound Dog. Alert! Terminate all tests immediately, and join with the forces in the city. Repeating...""",1997-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53068,3536,Madden Football 64,NULL,1997-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118241,4590,Madden NFL 98,NULL,1997-08-26 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
152912,10144,MadSpace: To Hell and Beyond,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
176336,8695,MageSlayer,NULL,1997-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180603,203818,Magic Wardrobe,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45497,12443,Magic: The Gathering,NULL,1997-12-31 00:00:00.000,5,NULL,NULL,NULL,89.8167,15
982,136557,Magic: The Gathering - Armageddon,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13468,84256,Magic: The Gathering - Battlemage,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131826,171031,Magical Drop III: Toretate Zoukangou!,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120479,165590,Magical Girl Pretty Samy Part 2: In the Julyhelm,NULL,1997-04-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95385,44036,Mahjong 64,NULL,1997-05-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18963,136735,Mahjong Hourouki Classic,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126234,13906,Mahou Gakuen Lunar!,NULL,1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34388,62287,Man of War,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21967,171234,Mantra II: The Blood of Saric,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131880,69994,Marble Drop,NULL,1997-02-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
24426,2618,Marble Master,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102921,73496,Maria: Kimitachi ga Umareta Wake,NULL,1997-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85625,61389,Marica: Shinjitsu no Sekai,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144144,65974,Mario Paint BS Ban,NULL,1997-08-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144674,159197,Mars 3D,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68670,77029,Mars Rising,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
12065,70350,Marshmallow Duel,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52463,125375,Martian Successor Nadesico ~Yappari Saigo ha [Ai ga Katsu] ?~,NULL,1997-05-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170975,8245,Marvel Super Heroes vs. Street Fighter,"Apocalypse re-appears in the game as a sub-boss; after defeating him, your team will face a mechanized, super powered form of Akuma called Cyber-Akuma (Mech-Gouki in the Japanese version). Although the fight is two against one, he makes up for it by having overpowered strength and speed. The character that can beat Cyber-Akuma will have his or her ending viewed upon completion.",1997-06-25 00:00:00.000,5,NULL,NULL,NULL,78.6204,30
115499,2613,Mass Destruction,NULL,1997-09-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
80247,47744,Masters '98: Harukanaru Augusta,NULL,1997-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149851,70117,Masters of the Elements,"In the Castle of Infinity live the eccentric masters of the elements: grandfather Time, uncle Gravity, father Warmth, mother Light and their daughter Electricity - and the mysterious Master of Chance, who lives in a house in the garden. When the Master of Chance loses his cat, the balance of the elements is disturbed as all the other masters have gone to search for the pet, and lost their magical power-granting rings in the process. It is up to you to restore the natural order of things and collect the missing pages of the Garden of Chance story. When you solve a puzzle and find a new page, the Master of Chance tells you a story with clues that lead to the missing cat.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56634,58816,Math Blaster Ages 4-6,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
455,49101,Matthias Sammer Soccer,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
85878,36573,Maximum Force,NULL,1997-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189215,219,MDK,NULL,1997-01-01 00:00:00.000,30,NULL,NULL,NULL,77.6659,84
187329,72187,Meat Puppet,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79087,19992,MechWarrior 2: Arcade Combat Edition,NULL,1997-03-01 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
180972,55145,Medarot Kabuto Version,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61913,55144,Medarot Kuwaga Version,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159012,45182,Mega Man 8: Anniversary Collector's Edition,NULL,1997-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47686,102448,Mega Man 8: Anniversary Edition,NULL,1997-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21280,1731,Mega Man Battle & Chase,NULL,1997-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184511,1752,Mega Man Legends,NULL,1997-12-18 00:00:00.000,5,NULL,NULL,NULL,75.9309,38
188304,1744,Mega Man X4,NULL,1997-08-01 00:00:00.000,22,NULL,NULL,NULL,83.6184,98
62786,60976,Meltylancer Re-inforce,NULL,1997-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2682,128641,MemGame,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188586,218260,Men In Black,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119338,200455,Men in Black: The Game,"Protecting the earth from the scum of the universe. Now it's your turn... ...to join the Men In Black in an all new adventure. Choose to play any of the leading character's from the film: Will Smith, Tommy Lee Jones or Linda Fiorentino. Prepare yourself for the scum of the universe with combat training at MiB HQ, your very own black suite and an arsenal of weapon's that are out of this world... just like the bad guy's!",1997-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148402,191477,Metal Slug: Super Vehicle-001,NULL,1997-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58767,43755,Meta-Ph-List: Gamma X 2097,NULL,1997-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102206,24413,Micro Machines V3,NULL,1997-03-01 00:00:00.000,4,NULL,NULL,NULL,89.6685,15
144264,71093,Microsoft Entertainment Pack: The Puzzle Collection,NULL,1997-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
66816,3360,Microsoft Flight Simulator 98,NULL,1997-07-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
147688,46045,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,"Are you tired of combos, adventure quests, fatalities, hidden worlds and thick instruction manuals? Want a blast from the past? Try Midway Presents: Arcade's Greatest Hits/The Atari Collection 1 for the PlayStation, featuring six of Atari's most popular coin-op games from the late 1970s and early 1980s. Play Asteroids, Battlezone, Centipede, Missile Command, Super Breakout and Tempest.",1997-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172178,43828,Mikuzi Shigeru no Yokai Butouden,NULL,1997-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148392,42306,Milandra,NULL,1997-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181865,210835,Minakata Hakudou Toujou,NULL,1997-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142950,166661,Minton Keibu no Sousa File Doukeshi Satsujin Jiken,NULL,1997-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172783,3412,Mischief Makers,"Professor Theo has been kidnapped by the imperial forces of the evil empire. Now his robotic personal assistant, Marina Liteyears, must save the day! Marina will get some help from the troops who have remained loyal to King Aster. With their help, she'll grab, shake and throw her way to the Professor! Besides rescuing the Professor, Marina will also join in the effort to rebel against that nasty, horrible and evil empire. So, Grab a controller and help our Super Heroine shake up the evil empire!",1997-06-27 00:00:00.000,2,NULL,NULL,NULL,65.2975,23
64328,128406,Mission: Caduceus,"On your way to deliver plague supplies to the medical station Caduceus, you crash on a strange uncharted planet. Can you repair your ship and rendezvous with the Caduceus before it's too late?",1997-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
110261,3123,Mission: Impossible,"Jim Phelps is in a park outside the CIA, getting a message about a terrorist plot in Norway planning to send missiles to a rival country. Phelps sends IMF agents Ethan Hunt, John Clutter and Andrew Dowey to stop the terrorists' plans by infiltrating the submarine pen where the missiles are being stored, then destroying the submarine holding the missiles.

While this is happening, Alexander Golystine, a worker at the Embassy of Russia in Prague, kidnaps the female IMF agent Candice Parker and steals one half of the Non-Official Cover (NOC) list, a list that gives the real and false names of all IMF agents. Though useless on its own, the Embassy possess a powerful super-computer that may be capable of breaking the code to open the document, and after IMF agent Robert Barnes goes missing after an attempted rescue mission, Phelps sends in Hunt to find and save the list, rescue Candice Parker, and discover the fate of Barnes.",1997-09-11 00:00:00.000,3,NULL,NULL,NULL,64.6473,23
162061,60593,Mizuki Shigeru no Youkai Butou-den,NULL,1997-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47798,155515,MK5 Mortal Kombat: Sub-Zero,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167546,28190,MLB 98,NULL,1997-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111617,66076,Mobile Suit Gundam Side Story III: Sabakareshi Mono,NULL,1997-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128087,66078,Mobile Suit Gundam Side Story: The Blue Destiny,NULL,1997-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46593,138328,Mobile Suit Z Gundam: Zenpen Zeta no Kodou,NULL,1997-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47371,75411,MoleZ,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
26264,64410,Momotaro Dentetsu 7,NULL,1997-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70784,64421,Momotaro Douchuuki,NULL,1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183762,37280,Money Puzzle Exchanger,"In the single player mode, one of two characters can be selected who attempt to beat up to seven idiosyncratically named characters with names like Debtmiser, Mightdealer, Eldylabor, and Cherrybeiter. In the two player mode, both players fight each other until victory. The quicker and more efficiently each player clears out their screen, the quicker the other player's screen will fill up. Since filled screens offer the most opportunity for chaining together large combos, the tide can turn very quickly. 
 
There is also another single player mode called Solo Mode. Any character can be played in this mode. The aim in Solo Mode is to continually clear the screen from coins and try to keep the game going for as long as possible.",1997-01-15 00:00:00.000,1,NULL,81.0000,1,NULL,NULL
11001,45220,Monkey Magic,NULL,1997-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148906,102447,Monopoly,NULL,1997-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112236,4104,Monster Rancher,"Although it is possible to acquire a monster in-game, the series is known for the ability to acquire new monsters using Compact Discs (CDs). Players can use any readable CD, and the game creates a monster using the data stored on it. Certain CDs would result in unique monsters: for example, some Christmas music albums will give the player a monster of type ""Santa"". Once the player has two or more monsters in reserve, they can be combined, creating a new monster with traits of both 'parents.'

Once the player has a monster, it can then be raised to be a fighting machine. There are six stats that determine how the monster does in battle: Power fuels physical attacks, Intelligence fuels and defends against energy attacks, Life determines monster's hit points, Skill affects accuracy, Speed helps evade opponents' attacks, and Defense reduces damage received from physical attacks. Monsters train either by doing chores nearby, or can be sent to be trained by experts, where they have the chance to gain new attack techniques.

The primary way to advance through the game is through monster fighting tournaments. While in battle, each monster has attacks available to it, some moves are only available at close range, others from a distance. Players cannot control the monster directly in a fight, but can call for their monster to stay away or close in, and attack with whichever move is available at the current range.",1997-07-24 00:00:00.000,2,NULL,30.0000,1,79.8940,11
127424,36903,Montezuma's Return!,"Max Montezuma is a soldier descended from an ancient Aztec emperor. Max stumbles across a deserted, uncharted island, and accidentally crashes his plane on it. Prior to Max's arrival, the island is undiscovered. Max only has a flashlight, canteen, and an entire lost Aztec civilization before him. He must restore the desecrated tomb of his ancestors, discover the link between the ancient Aztecs and a race of saucer-flying aliens, and more, in his adventure.",1997-12-31 00:00:00.000,2,NULL,NULL,NULL,56.0000,3
43067,8555,Monty Python's The Meaning of Life,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6447,191457,Moon Dragon,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187764,73672,Moon: Remix RPG Adventure,"One night, a young boy suddenly gets sucked inside the world of a role-playing video game. As it turns out, the ""hero"" he has been controlling this whole time is actually a murderous villain obsessed with collecting experience points. The boy has to undo the damage and stop the ""hero"" before it's too late.",1997-10-16 00:00:00.000,NULL,NULL,NULL,NULL,70.9666,6
114894,65450,Moonlight Syndrome,NULL,1997-10-09 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
121280,69909,Mortadelo y Filemón: El Sulfato Atómico,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178328,1622,Mortal Kombat 4,"Thousands of years before the setting of the first game, Shinnok, one of the Elder Gods who control the six realms in the Mortal Kombat universe, attempted to become the conqueror of them all. Thunder god Raiden fought and defeated Shinnok in a war that spanned hundreds of years, sending him to the Netherrealm, where he would be trapped forever. Now, Shinnok has managed to escape from the Netherealm with help from the sorcerer Quan Chi, and seeks vengeance against the Elder Gods who banished him. In his plan, he first conquers the realm of Edenia, with the aid of a traitor, Tanya, while he prepares to attack the Elder Gods. In order to stop Shinnok's menace, Raiden requests help from the Earthrealm warriors who saved the realms from Emperor Shao Kahn in previous titles.",1997-09-11 00:00:00.000,22,NULL,NULL,NULL,70.0962,147
135559,198829,Mortal Kombat Mythologies: Sub-Zero,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62127,1610,Mortal Kombat Mythologies: Sub-Zero,"In a storyline that is reminiscent of Looking Glass's Thief, the Lin Kuei assassin/thief is sent to steal an important document; this mission proves to be a test from a mysterious character (which turns out to be MK4's Quan Chi) and who charges you upon retrieval of this object to recover an ancient medallion of untold power. However once you retrieve the medallion, Quan Chi reveals that he actually tricked you, and the medallion is the key to awakening the demonic Shinnok (yup, the same baddie from MK4). You must now become a reluctant hero, as you pursue Quan Chi trough hell itself hoping you get to Shinnok before him.",1997-10-01 00:00:00.000,3,NULL,NULL,NULL,44.8228,39
69540,206855,Mortal Kombat Trilogy,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32771,145423,Mortalus: The Quest for Immortality,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67989,70342,Moto Extreme,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190458,10560,Moto Racer,NULL,1997-08-31 00:00:00.000,4,NULL,NULL,NULL,80.2180,20
54822,129113,Motocross Go!,NULL,1997-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97062,44866,Motor Mash,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56525,39798,Motor Raid,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130138,61118,Mr. Setam: Lady Killer,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179242,3544,MRC: Multi-Racing Championship,NULL,1997-07-18 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
4841,108737,Muumit ja Taikurin hattu,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45930,129506,My Amazing Human Body,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131672,148515,My Teacher is an Alien,"Does your teacher wear weird clothes?
You've always suspected that one of your teachers came from another planet -- but you just found out that it's true!

In this all-new CD-ROM action-adventure game, you and your friends need to think fast and act even faster to survive. Fight your way through a series of arcade games and collect clues to figure out which teacher is the alien. Then convince your parents, the principal, the police - anyone who will listen - that you're right! You have just one week to stop the alien spaceship before it returns to its home planet with six of your classmates - and maybe you, too.",1997-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44446,84217,Mysteriet på Greveholm,"The plot follows a family deciding to spend their Christmas in the countryside. They intend to rent a small house, but stumble across an old castle. Mistaking two thieves for the owners they ""rent"" the abandoned castle. Soon their children, Ivar and Lillan, discover that the castle is haunted. At first the ghosts seems to be evil, but soon the children – who are intrigued instead of terrified – befriend them. However, there is something else in the castle: something even the ghosts are frightened of.",1997-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112050,143439,Mystical Ninja Starring Goemon,NULL,1997-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157622,3545,Mystical Ninja Starring Goemon,NULL,1997-08-07 00:00:00.000,3,NULL,NULL,NULL,81.6387,12
176108,800,Myth: The Fallen Lords,"The game begins seventeen years after Balor crossed the Cloudspine, with the forces of Light losing the war badly. They are led by ""The Nine"", a group of avatara, chief amongst whom is Alric. The story is told through the journal entries of a soldier in ""The Legion"", an elite unit in the army. As the game begins, a berserk runs into the camp of The Nine, and gives them an urn. They extract a severed head, which opens its eyes.",1997-11-25 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
189223,3546,Nagano Winter Olympics '98,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,51.2440,5
45181,64029,Namco Gallery Vol. 3,NULL,1997-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155453,220151,Namco History Vol. 2,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90980,44785,Namco Museum Encore,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20934,39986,Namco Museum Vol. 5,NULL,1997-02-28 00:00:00.000,1,NULL,83.0000,1,NULL,NULL
125062,198833,Name That Tune,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72069,96091,Namie Amuro: Digital Dance Mix Vol. 1,"A Sega Saturn Tech Demo / Rhythm game developed by Sega's AM2 Research Division. The game uses Japanese Queen Of Pop Namie Amuro as the subject to demonstrate features of the Sega Saturn's game engine such as live rendering, lighting effects and texture mapping.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178185,18493,Nanatsu Kaze no Shima Monogatari,NULL,1997-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176197,20138,Nanotek Warrior,"Welcome to the 23rd century. The world has been at peace for the last 100 years. Nano-technology has become a reality and disease and hunger have been virtually wiped out by tiny Nano-robots created to serve every purpose known to man. Increasingly sophisticated, the Nano-robots have recently gained sentience and are systematically attempting to wipe out their creators, humankind.",1997-02-28 00:00:00.000,1,NULL,80.0000,1,NULL,NULL
124547,45515,NASCAR 98,NULL,1997-11-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
47646,176683,NASCAR 98,NULL,1997-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173371,203728,NASCAR 98: Collector's Edition,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159082,45486,NBA Action 98,NULL,1997-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58195,43780,NBA Fastbreak '98,NULL,1997-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55833,217716,NBA Hangtime,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56965,26013,NBA Live 98,NULL,1997-10-31 00:00:00.000,NULL,NULL,NULL,NULL,54.6678,9
20088,20261,NBA ShootOut '97,NULL,1997-04-24 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
134252,43717,NCAA Basketball Final Four 97,NULL,1997-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15270,43714,NCAA Football '98,NULL,1997-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169733,20297,NCAA Gamebreaker,NULL,1997-06-27 00:00:00.000,NULL,NULL,68.0000,1,NULL,NULL
7526,43825,NCAA Gamebreaker 98,NULL,1997-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177274,91,Need for Speed II,NULL,1997-03-31 00:00:00.000,21,NULL,60.0000,1,76.9098,124
116321,201747,Need for Speed ll: Special Edition,NULL,1997-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113395,72073,Need for Speed: V-Rally,NULL,1997-09-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
177397,39463,Neo Bomberman,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,89.5748,7
113649,75875,Neon Genesis Evangelion: 2nd Impression,NULL,1997-03-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112836,75880,Neon Genesis Evangelion: Digital Card Library,NULL,1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95410,23953,Neon Genesis Evangelion: Girlfriend of Steel,NULL,1997-02-13 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
70615,56360,Neorude,NULL,1997-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152369,206308,Neorude 2,NULL,1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174465,217844,Net Yaroze: Clone,NULL,1997-06-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148042,1358,NetStorm: Islands At War,NULL,1997-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
162483,68786,Next King: Koi no Sennen Oukoku,NULL,1997-06-27 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
103104,812,NFL Blitz,NULL,1997-11-01 00:00:00.000,1,NULL,80.0000,1,79.8595,13
176220,45216,NFL GameDay 98,NULL,1997-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189639,3558,NFL Quarterback Club 98,NULL,1997-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
